SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500390,REL INFRA   ,A ,Q,109,109.2,105,106.1,106.1,110,4875,800822,85731126,
500399,STEELCO GUJ.,XT,Q,4.76,4.76,4.76,4.76,4.76,4.85,3,2473,11771,
500400,TATA POWER  ,A ,Q,66.95,66.95,65.6,65.85,65.9,67.15,1125,449316,29734098,
500402,SPMLINFRA   ,B ,Q,24.65,27.75,23.1,26,26,24.5,52,3705,99142,
500403,SUNDARAM FAS,A ,Q,542,543.25,536.1,541.5,540.1,542.5,538,5055,2734821,
500404,SUNFLAG IRON,B ,Q,44,44,39,42,42,44.95,367,33682,1406052,
500405,SUPREME PET ,B ,Q,200,204.9,200,200.2,200,200,45,2936,588253,
500407,SWARAJ ENGIN,B ,Q,1370,1379,1370,1375.15,1379,1381.15,39,270,370506,
500408,TATA ELXSI  ,A ,Q,865,879,856.25,858.1,858.1,873.65,1844,47359,41012270,
500410,ACC LTD     ,A ,Q,1625.7,1627.3,1607,1617.15,1617.15,1632.3,812,37028,59898924,
500411,THERMAX     ,A ,Q,966.4,972,961,964.4,962.85,969.3,60,508,491181,
500412,THIRUMALAI  ,B ,Q,86.15,87.95,85.5,86.1,86.1,86.05,692,72101,6244503,
500413,THOMAS COOK ,A ,Q,244.8,249,242.4,246.55,246.1,246.4,213,5778,1415819,
500414,TIMEX GROUP ,X ,Q,49.5,49.95,48.5,49.5,49.7,50,81,13835,682622,
500418,TOKYO PLAST ,B ,Q,47.95,49,47.95,49,48,48.85,5,204,9961,
500420,TORRENT PHAR,A ,Q,1744.95,1744.95,1713.05,1720.7,1715,1755.35,303,3569,6144498,
500422,TRANSCHEM   ,X ,Q,23.5,23.5,20.7,21.05,21,21.6,34,3399,73563,
500425,AMBUJA CEME ,A ,Q,221.2,221.2,217.2,219.15,218,221.4,1696,79290,17402735,
500426,UTLINDS     ,X ,Q,19.25,19.5,18.9,19.05,19.05,19.05,39,23587,455548,
500429,UNIPHOS ENT.,B ,Q,103.9,103.9,101.95,102,102,103.9,9,978,100706,
500439,VARD HOLDNG ,B ,Q,2062.25,2141,2062.25,2100,2100,2178.05,19,38,80287,
500440,HINDALCO    ,A ,Q,198,200.5,197.2,199.2,199.2,205.1,2428,208187,41443057,
500444,WEST COAS PA,B ,Q,241,242.15,235.35,236.7,235.65,244.65,285,6627,1579349,
500449,HIND.ORG.CHM,B ,Q,22.7,23.15,22.4,22.95,22.85,22.8,107,22263,507873,
500456,PAS.ACRYLON ,X ,Q,19.55,20,19.3,19.7,19.7,19.8,67,25178,498289,
500459,PROCTER &GAM,A ,Q,10350,10373,10305.35,10340.65,10337,10369.9,19,35,362374,
500460,MUKAND LTD. ,B ,Q,47.25,49.25,47.1,47.45,47.1,48.8,28,3476,165688,
500464,UCAL FUEL   ,B ,Q,153.7,155.7,152.85,153.75,153.55,154.95,38,764,118206,
500467,HARR.MALAYAL,B ,Q,70,70,66.5,67.1,66.9,67.75,40,1206,80867,
500469,FEDERAL BANK,A ,Q,101,102.45,98.45,100.1,100.1,97.75,12982,4206437,423893482,
500470,TATA STEEL  ,A ,Q,532.95,542.8,527.75,535.55,535.55,547.6,7273,491250,263023260,
500472,SKF INDIA   ,A ,Q,1960,1960,1911,1923.7,1922.5,1952,73,190,366563,
500477,ASHOK LEYL. ,A ,Q,89.2,89.4,87.65,87.9,87.9,89.3,3646,1224374,108256793,
500480,CUMMINS (I) ,A ,Q,705,717.9,705,710.7,710.7,715.6,335,7312,5200644,
500483,TATA COMM   ,A ,Q,547.1,566.95,545.05,561.65,563.95,550.05,456,15231,8541221,
500488,ABBOTT (I)  ,A ,Q,7398.5,7421.95,7350,7387.75,7387.75,7398.5,107,222,1638910,
500490,BAJ HOLD INV,A ,Q,3174,3207.25,3174,3197.9,3197.9,3195.05,41,132,421263,
500493,BHARAT FORGE,A ,Q,483.9,486,467.65,470.3,472,486.8,1276,68604,32653129,
500495,ESCORTS LTD.,A ,Q,657,671.6,655,664.7,664.7,665.2,1148,56896,37911671,
500500,HIND.MOTORS ,T ,Q,7.5,7.5,7.11,7.11,7.2,7.25,60,18138,129833,
500510,LARSEN & TOU,A ,Q,1360,1364.75,1348,1351.25,1351.25,1361,2725,75004,101749117,
500520,MAH & MAH   ,A ,Q,645,645,635.15,638.6,638.6,646.55,3323,88843,56782510,
500530,BOSCH LTD   ,A ,Q,18000,18075.25,17950.7,18020.7,18000,17991.1,127,343,6176514,
500540,PREMIER LTD ,T ,Q,5.1,5.1,5.1,5.1,5.1,5.2,1,66,336,
500547,BHARAT PET. ,A ,Q,382.95,390.65,380.45,389.3,389.3,380.05,8664,1200864,466106535,
500550,SIEMENS LTD.,A ,Q,1185,1185,1135.7,1143.8,1143.8,1172.5,647,11438,13140924,
500570,TATA MOTORS ,A ,Q,205,205,198.25,200.1,200.1,209.5,11497,1876338,376001284,
500575,VOLTAS LTD  ,A ,Q,603,610.6,598.55,605.85,605.85,604.2,1257,74050,44919916,
500620,GREAT EASTE ,A ,Q,281.15,285.4,278.3,279.75,278.55,282.4,105,102113,28541011,
500645,DEEPAK FERT.,A ,Q,133.95,145,132.5,141.15,141.15,134.8,1732,99628,14132008,
500650,EXCEL INDUST,B ,Q,1040,1057,1026.6,1035.6,1040.6,1058.25,150,1372,1427104,
500655,GARWARE POLY,X ,Q,205,211,205,205.1,205.15,207.2,16,904,185985,
500660,GLAXOSMITH  ,A ,Q,1278.25,1290,1274.65,1286.4,1290,1282.75,71,964,1231944,
500670,GUJ.NARMADA ,A ,Q,313.7,315,308.25,312.6,312.6,310.5,593,24693,7671636,
500672,NOVARTIS    ,B ,Q,691.6,716.05,689,703.5,703.5,696.4,609,26452,18707105,
500674,SANOFI      ,A ,Q,5533.4,5570.2,5510,5548,5548,5522.05,56,72,398985,
500676,GLAXOSMITHKL,A ,Q,6950,6963.45,6905,6932.8,6932.8,7004.55,99,534,3697211,
500680,PFIZER LTD. ,A ,Q,3125,3159.9,3095.3,3126.2,3155,3116.4,109,301,936200,
500690,GUJ.ST.FERT ,A ,Q,98,98,96.55,97.2,97.2,97.3,325,51580,5008895,
500696,HIND UNI LT ,A ,Q,1693.9,1693.9,1657,1672.35,1672.35,1692.8,5394,140075,233435449,
500710,AKZOINDIA   ,A ,Q,1684,1700.8,1674.8,1677.95,1675,1667.25,80,278,468152,
500730,NOCIL LTD   ,A ,Q,128,133.25,128,131,131,127.65,1283,77153,10117392,
500770,TATA CHEM.  ,A ,Q,563.2,609.9,560,605.4,605.4,557.5,7879,456326,271310381,
500777,T.P.L.      ,B ,Q,35.85,36.1,35.25,35.75,35.55,36.1,141,15701,561375,
500780,ZUARIGLOB   ,B ,Q,101.85,102,101.05,101.4,101.4,103.5,38,1292,131224,
500790,NESTLE (I)  ,A ,Q,10401,10486.25,10323,10388.8,10388.8,10501.9,595,1588,16526295,
500800,TATAGLOBAL  ,A ,Q,201.9,205.95,201.9,202.95,202.15,204,394,43458,8869126,
500820,ASIAN PAINTS,A ,Q,1435,1447.75,1410,1414.9,1417,1437.75,1733,45237,64451866,
500825,BRITANIA IND,A ,Q,2695,2695.9,2651.25,2664.85,2664.85,2695.1,2215,41330,110407638,
500830,COLGATE PALM,A ,Q,1168,1176.35,1153.35,1162.8,1161.85,1170.1,913,60369,69964761,
500840,EIH LTD.    ,A ,Q,187.05,187.5,181.2,182.2,182,187.5,102,30338,5656620,
500850,INDIAN HOTEL,A ,Q,151.7,153.3,149.4,152.5,152.15,153.35,305,23016,3498396,
500870,CASTROL     ,A ,Q,150.05,150.05,148.1,149.15,149.15,150.7,694,214001,31766650,
500875,ITC LTD.    ,A ,Q,304,307.5,300.95,307,307,303.6,2927,432631,132067077,
500877,APOLLO TYRES,A ,Q,201.95,202.5,197,197.45,197.45,201.55,1375,109703,21882951,
500878,CEAT LIMITED,A ,Q,1052,1053.05,1037.95,1044.05,1039,1052.25,549,44701,46633878,
500940,FINOLEX IND.,A ,Q,463.3,464,453.05,461.35,461.35,458,82,1097,504312,
501148,DALAL ST INV,XT,Q,287.15,287.15,287.15,287.15,287.15,293,4,54,15506,
501150,CENTRUM CAP ,A ,Q,29.65,29.9,28.6,29.25,29.35,29.9,94,45373,1328344,
501295,INDUS.INV.TR,B ,Q,75,75.25,75,75.05,75.05,80.95,5,897,67335,
501298,INDUS.&PRUD.,X ,Q,944.7,944.7,870,900,900,900,27,10547,9483679,
501301,TATA INVEST.,A ,Q,856.7,859,850.3,851.8,850.55,858.85,24,323,276471,
501314,GROMOTRADE  ,X ,Q,449,449.4,448.85,449.3,449.3,450.45,77,2518,1130779,
501343,MOTOR&GEN.FI,B ,Q,42,42.5,42,42.5,42.5,41.1,2,2,84,
501370,WALCHAND PF ,X ,Q,81.5,106.4,81.5,93.9,95.95,97,6,176,16847,
501423,SHA ENG PLA ,X ,Q,720,759.8,720,738.25,740,727,43,1039,752246,
501425,BOM.BURMAH  ,A ,Q,1224,1224.95,1197.4,1200.3,1200.3,1225.45,439,4098,4932137,
501430,BOM.CYCLE   ,X ,Q,2025,2070,2025,2060,2060,1996.25,5,9,18520,
501455,GREAVES COTT,A ,Q,146.9,148.4,146.3,148,147.65,147.7,248,15722,2320193,
501700,INDIA NIVEH ,X ,Q,66.7,66.75,66.65,66.7,66.7,66.7,15,4500,300165,
501831,COAST CORP  ,X ,Q,334,337,325,332,332,329.35,62,10092,3350381,
501833,CHOWGULE ST ,XT,Q,6.5,6.79,6.18,6.79,6.79,6.5,5,367,2372,
501848,GLOBAL OFFS ,B ,Q,11,11.48,11,11,11,11.46,5,510,5614,
502015,ASIIL       ,X ,Q,13.49,13.49,13,13.44,13.25,13.52,25,2426,32246,
502090,SAGAR CEM.  ,B ,Q,624.8,635,620.05,635,635,635,15,242,151057,
502137,DECAN CEMENT,B ,Q,402,402,398,398,398,402,5,85,34030,
502157,MANGALAM CEM,B ,Q,275,275,265,266.75,270,278.65,22,28,7524,
502168,N C L IND.  ,B ,Q,142,143.5,142,143.5,143.5,146.45,7,301,42927,
502175,SAURAS.CEM. ,X ,Q,44.2,48.8,44.2,47.75,47.75,46.7,58,23313,1107098,
502180,SRI DIGV CEM,X ,Q,16.55,17,16.4,16.55,16.55,17,584,446437,7444941,
502219,BOROSIL GLAS,B ,Q,202.6,205.5,201,202.05,202.05,203.8,371,13047,2645344,
502271,RAASI REFRAC,XT,Q,5.5,5.5,5.5,5.5,5.5,5.4,1,1,5,
502281,TRIVENI GLAS,XT,Q,10.24,10.24,10.06,10.06,10.06,10,4,278,2814,
502330,IPAPPM      ,B ,Q,440.2,440.2,420.55,423.55,423.55,443.2,462,15237,6545230,
502355,BALKRISH IND,A ,Q,891,894.4,863,866.5,866.5,893.95,659,19070,16686233,
502407,NATH PULP   ,X ,Q,62.3,63.85,62,63,63,62.4,13,1338,84153,
502420,ORIENT PAPER,B ,Q,34,34.45,33,33.3,33.4,34.2,519,63144,2125044,
502445,CITADEL     ,X ,Q,17.85,17.85,17.75,17.75,17.75,17.6,3,201,3572,
502448,ROLLATAINER ,T ,Q,2.27,2.27,2.25,2.25,2.25,2.25,2,310,703,
502460,SOLID CONT. ,XT,Q,18.7,18.7,18.7,18.7,18.7,18.35,1,5,93,
502587,RAMA PULP   ,X ,Q,67.5,67.5,60,63.5,64.75,65.1,43,6236,406490,
502589,VAPI PAPER  ,XT,Q,8.33,8.33,8.33,8.33,8.33,7.94,1,10,83,
502742,SINTEX IND. ,B ,Q,7.69,7.79,7.6,7.75,7.73,7.69,140,90270,695597,
502820,DCM LTD.    ,B ,Q,60.5,61,60.15,60.15,60.15,60,28,458,27649,
502865,FORBES & CO ,B ,Q,2300,2324.8,2231.05,2253.7,2232,2288.55,76,302,683199,
502873,H.P.COTTON  ,X ,Q,35,35,35,35,35,35,1,1,35,
502901,JAMSHRI RANJ,X ,Q,1981,2000,1925,2000,2000,2012.2,7,31,60653,
502937,KESORAM IND ,B ,Q,64.95,64.95,63.15,63.35,63.35,65,126,7527,480021,
502958,LAKSHMI MILL,X ,Q,2407,2407,2340,2344.65,2345,2475,48,469,1111465,
502986,VARDH TEXT  ,A ,Q,1124.05,1124.05,1072,1077.85,1072.9,1128.65,163,925,1008406,
503015,MODERN INDIA,XT,Q,45.15,49.8,45.15,45.15,45.15,47.5,7,569,25922,
503031,PENLAND LTD ,B ,Q,7.55,7.85,7.55,7.8,7.85,7.82,34,10969,84765,
503100,PHOENIX MILL,A ,Q,598.75,609,594.75,602.25,609,597.75,26,165,98924,
503101,MARATHON NEX,B ,Q,117.15,120.5,117,119.5,119.05,122.25,28,630,74894,
503162,REL.CHEMOTX ,X ,Q,82.1,84.4,78.9,79.45,79.45,73.25,393,32434,2638403,
503169,RUBY MILLS  ,B ,Q,256.9,261,256.05,257,257,262.95,10,155,39816,
503229,SIMPLEX REAL,X ,Q,60.05,60.1,60.05,60.1,60.1,62.25,2,28,1682,
503310,SWAN ENG    ,A ,Q,106.2,108.7,106.2,108.5,108.5,106.4,426,142160,15168661,
503349,VICTORIA MIL,X ,Q,2268.95,2389,2268.95,2301.8,2302.75,2383.3,12,40,91513,
503657,VEER ENERGY ,X ,Q,10.1,10.14,9.55,9.79,9.56,10.01,43,3409,33477,
503675,WAGEND      ,XT,Q,3.99,3.99,3.99,3.99,3.99,4.19,1,20,79,
503722,BANSW.SYNTEX,B ,Q,65.4,67.95,65,66.15,67.95,65.4,8,130,8554,
503776,MODIPON     ,X ,Q,17.95,17.95,17.95,17.95,17.95,17.1,2,500,8975,
503804,SHRI DINESH ,X ,Q,120.05,120.05,118.05,118.05,118.05,120.05,4,90,10680,
503806,SRF LIMITED ,A ,Q,2552.85,2572.75,2533.35,2546.35,2534.2,2572.95,308,4350,11121223,
503811,SIYARAM SILK,B ,Q,362,362,344,346.55,347.95,363,54,383,134819,
503816,SWAD.POLYTEX,XT,Q,26.95,26.95,26.95,26.95,26.95,28.35,1,100,2695,
503960,BHARAT BIJLE,B ,Q,1050,1057.8,1024.4,1035,1039,1049.95,856,5963,6215979,
504000,ELPRO INTER ,X ,Q,52,52,48.55,48.55,48.55,50,9,2752,135262,
504008,EMCO LTD.   ,T ,Q,2.85,2.85,2.71,2.71,2.71,2.85,19,16136,43744,
504028,GEE LTD     ,X ,Q,30,30.75,29.75,30.75,30.75,30.2,7,974,29510,
504036,HIND.RECT   ,B ,Q,121.1,121.1,120.05,120.55,120.05,123.45,8,500,60277,
504058,NIPPOBATRY  ,B ,Q,614.9,620,593,601.65,593,612.35,148,723,438886,
504067,ZENSAR TECH.,A ,Q,245.65,247.6,235.45,238.45,236,246.5,310,5469,1323366,
504076,JYOTI LTD.  ,XT,Q,9.8,9.8,9.8,9.8,9.8,10.1,1,150,1470,
504093,PANA ENERG  ,X ,Q,200,200,189,190.05,189,191,72,2630,504713,
504112,NELCO LTD.  ,B ,Q,306.45,310.7,298,301.15,301.15,306.45,770,17776,5398684,
504132,PERM MAGNETS,X ,Q,169.2,169.2,153,156.15,155.4,158.1,52,900,141314,
504176,HIGH ENERGY ,X ,Q,211.05,236,211,236,236,220,6,301,66037,
504212,UNIV.CABLE  ,B ,Q,200,200.6,193.1,194.1,194.95,201.1,70,1251,246069,
504220,W.S.INDUSTR.,T ,Q,0.94,0.94,0.9,0.9,0.9,0.94,3,305,278,
504240,DELTON CABLE,XT,Q,16.15,16.15,16.15,16.15,16.15,17,5,234,3779,
504258,LAKSHMI ELEC,X ,Q,522.5,525,515.05,518.3,517,522.55,33,670,346950,
504286,DELTA MAG   ,B ,Q,67.4,71.75,67.4,71.75,71.75,70.9,5,215,14556,
504335,PAZEL       ,XT,Q,1.35,1.35,1.27,1.33,1.33,1.33,26,202112,272382,
504351,EMPOWER     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,7360,1398,
504378,NYSSACORP   ,X ,Q,1.51,1.51,1.51,1.51,1.51,1.49,4,4689,7080,
504605,UNI ABEX    ,X ,Q,434.9,434.9,434.9,434.9,434.9,420,4,2500,1087250,
504614,SARDA ENMIN ,B ,Q,279.95,279.95,270.1,273.4,273.4,277.45,96,1731,475252,
504741,IND.HUME PIP,B ,Q,277.2,277.2,261.05,265.1,261.1,275.6,73,1828,490007,
504746,IND.LINKCHAI,P ,Q,500,500,500,500,500,503.5,1,5,2500,
504786,INVEST &PREC,X ,Q,258.95,258.95,235.1,242.55,245,256.45,127,21111,5076083,
504840,KAIRA CAN CO,X ,Q,944.95,944.95,944.95,944.95,944.95,903.3,1,5,4724,
504879,ORIENT ABRAS,B ,Q,22.05,22.95,21.05,22.15,22.2,22.55,25,2405,53397,
504908,DUNCANENG   ,X ,Q,87.7,87.75,87.7,87.75,87.75,83.6,15,1022,89641,
504918,SANDUR MANG.,X ,Q,923,934,913.1,915.25,915,935.65,35,997,917810,
504959,STOVAC IND. ,X ,Q,2453,2528.95,2452.1,2460.5,2460,2496.25,18,72,177379,
504961,TATA YODOGAW,XT,Q,41.4,41.4,38.75,40,40,40.4,19,2545,99925,
504966,TINPLATE    ,B ,Q,140,140.9,135.65,136.7,136.7,141.3,513,37418,5171365,
504973,CHOLAHLDNG  ,A ,Q,510,514.95,495.1,514.6,514.95,510.65,69,299,151519,
504988,WELCAST     ,X ,Q,550,550,533.15,534.95,533.15,560,4,35,18873,
505010,AUTO AXLES  ,B ,Q,1110.1,1110.1,1092.45,1099.6,1105,1122.5,52,212,233467,
505029,ATLAS CYCLES,T ,Q,63,63.9,60.05,60.05,60.05,62.55,9,295,18624,
505036,AUTO COR.GOA,X ,Q,558.8,568.8,550,551.65,551.65,549.15,45,593,329292,
505075,SETCO AUTO  ,B ,Q,28.9,28.9,27.35,27.6,27.75,28.25,169,28446,786766,
505141,SCOOTERS IND,T ,Q,30.5,30.5,28.85,30.45,30.45,30,5,619,18344,
505160,TALBROS AUTO,B ,Q,181.1,198.95,181.1,185.55,188.25,191,52,1596,296354,
505163,ZF STEERING ,X ,Q,568,575,557,566.5,566.5,567.05,115,2663,1502651,
505192,SMLISUZU    ,B ,Q,793,810,793,797.15,796.65,795.75,93,1198,956522,
505200,EICHER MOTOR,A ,Q,20260,20500,20213.05,20324.3,20337.05,20321.95,410,835,16993013,
505230,CIMMCO      ,B ,Q,31.8,35.8,31.8,34,34,33.85,50,7212,243128,
505232,VELJAN      ,X ,Q,850,850,810,841.8,846.6,810,15,148,121275,
505242,DYNAMAT.TECH,B ,Q,1410,1410,1384.15,1388.2,1384.15,1392.35,4,13,18264,
505255,GMM PFAUDLER,B ,Q,1165,1184,1165,1175.95,1179,1169.9,21,109,128165,
505283,KIRLOSAR PN ,B ,Q,187.95,188,175.1,184.85,183.55,185.05,91,16857,3096476,
505299,KULK-POWER  ,X ,Q,63.3,63.3,63.3,63.3,63.3,65,1,1,63,
505324,MANUGRAPH IN,B ,Q,24,24.3,23.5,23.8,24,24.3,28,2088,49544,
505343,MONOTYPE IND,XT,Q,0.2,0.2,0.2,0.2,0.2,0.19,6,10849,2169,
505355,NESCO LTD   ,B ,Q,488,495.65,487.55,488.95,487.55,489.65,54,707,347731,
505358,INTEGRA ENG ,X ,Q,51,51,47.75,48.7,50,50,73,18197,893183,
505368,REVATHI EQU.,B ,Q,399,399,399,399,399,399.8,2,10,3990,
505400,TEXINFRA    ,B ,Q,53.7,53.7,52.75,52.8,52.8,52.4,8,2541,134126,
505506,AXONVL      ,X ,Q,1.25,1.25,1.25,1.25,1.25,1.31,1,125,156,
505509,RESPON IND  ,B ,Q,91,91,83.5,84.25,83.5,88.55,208,77007,6653373,
505526,DOLAT INV.  ,X ,Q,46.2,51,46.2,46.2,46.2,48.6,975,1085272,50702408,
505533,WESTLIFE DEV,A ,Q,394.9,394.9,382.5,388.25,385,393.35,912,131655,51189799,
505537,ZEE ENTER   ,A ,Q,410.7,410.9,385.6,388.15,388.15,411.1,4429,293550,116268956,
505576,GOLDCORP    ,X ,Q,73.5,73.5,73.5,73.5,73.5,77,2,194,14259,
505590,SVPGLOB     ,X ,Q,361.95,367,341,360.85,362,356,118,12184,4405861,
505650,SKYL MILLAR ,X ,Q,3.65,3.65,3.6,3.6,3.6,3.65,2,35,126,
505681,BIMETAL BEAR,X ,Q,479.95,479.95,444,457.9,455.8,451.75,24,191,86169,
505688,BHARAT GEARS,B ,Q,146.5,148.15,144.05,147.7,147.9,146.5,51,743,108658,
505700,ELECON ENG  ,B ,Q,54,55.5,53.85,54.65,54.5,54.85,117,9423,514824,
505710,GRAUER& WEIL,B ,Q,48,49.5,48,48.6,48.4,48.8,133,82123,3987975,
505711,GAJRA BEVEL ,XT,Q,0.66,0.66,0.66,0.66,0.66,0.66,1,2000,1320,
505712,HIMTEK      ,X ,Q,120,123,119,122.7,121.5,124.5,7,208,25258,
505714,GABRIEL(I)  ,B ,Q,141,146,136,144.35,143.4,141.45,112,5569,783029,
505720,HERC.HOISTS ,B ,Q,108.25,110,108.25,109.35,109.25,111.9,29,1036,113297,
505725,HIND.EVEREST,X ,Q,47.6,52.4,47.6,52.35,52.35,50,6,203,9791,
505726,IFB IND.LTD.,B ,Q,851.7,852.1,805,811.9,811.1,860.95,206,1245,1027552,
505729,SINGER INDIA,X ,Q,46.45,46.45,43.75,44.55,44.6,45.7,157,31432,1397675,
505737,INTER.COMBUS,X ,Q,250,256,246,254.6,246,250.25,20,328,82574,
505744,FED MOG GOE ,B ,Q,562,575,546.1,554.75,554.75,562.65,57,320,180933,
505750,JOSTS ENG.  ,X ,Q,702.9,710,674.15,710,710,703,11,211,148443,
505790,SCHAEFFLER  ,A ,Q,5214,5258.5,5151,5157.3,5152,5280,98,276,1439366,
505800,RANE HOLDIN ,B ,Q,1159.05,1215,1136,1201.7,1201.7,1191.2,335,2394,2868090,
505827,SNL BEARINGS,X ,Q,298.1,299,295,295,295,298.05,4,75,22350,
505840,JAIPAN INDUS,X ,Q,16.75,16.75,14.2,15.1,16.6,15.4,8,811,11908,
505850,MANCREDIT   ,X ,Q,60.95,60.95,58.25,59.45,59.9,60.4,58,12018,723396,
505854,TRF LTD.    ,B ,Q,133.1,133.1,127.2,127.45,127.3,130.35,101,2261,290363,
505872,WPIL LTD.   ,X ,Q,817,844.9,814.1,835.25,825,824.95,78,4538,3754320,
505890,KENNAMETAL  ,B ,Q,1120.2,1150,1120.2,1125.8,1121.1,1145.35,241,4015,4547682,
505893,HINDHARD    ,X ,Q,126.95,126.95,126.95,126.95,126.95,120.95,1,1,126,
505978,TRITON VALVE,X ,Q,1027,1027,1010,1010.65,1010,1027.1,9,93,94822,
506003,SUDAL INDUS ,XT,Q,8.8,8.8,8.8,8.8,8.8,8.4,1,20,176,
506022,PRAKASH IND.,T ,Q,70.2,73.6,69.5,73.2,73.4,70.15,285,56373,4067228,
506027,BHORUKA ALU.,X ,Q,0.78,0.81,0.78,0.81,0.81,0.78,7,7200,5673,
506074,ARSHIYA     ,B ,Q,30.9,30.9,29.3,30.55,30.65,30.65,39,868,26678,
506076,GRIND NORTON,A ,Q,589,602,581.5,594.25,602,592.25,177,1536,902842,
506105,STANROSE MAF,X ,Q,95.5,97.5,95,96.35,95,97,13,850,82388,
506109,GENESYS INT.,B ,Q,90.9,93,87,92.15,92.15,90.2,37,876,80696,
506128,PARNAXLAB   ,X ,Q,31.25,31.25,31.25,31.25,31.25,30.65,2,1000,31250,
506142,VYAPAR INDS ,X ,Q,31.4,31.4,28.5,29.95,28.5,29.95,3,20,599,
506146,VISAGAR POL ,B ,Q,0.57,0.57,0.53,0.57,0.57,0.56,12,6074,3418,
506184,KANANI IND  ,B ,Q,5.09,5.09,5.09,5.09,5.09,5.14,1,20,101,
506194,ARIH SUPER  ,T ,Q,55,57.9,55,57.3,57.5,57.85,16,5213,300777,
506197,BLISSGVS PH ,B ,Q,160.9,163.5,155.1,160.45,160.45,162.1,916,186180,30160291,
506222,INEOSSTYRO  ,B ,Q,535.05,540,533,533,533,541.3,16,259,138902,
506235,ALEMBIC LTD.,B ,Q,41.65,42.2,41.5,41.9,41.95,41.85,187,7742,324093,
506248,AMINES&PLAST,X ,Q,30,30.45,29,29.45,29.8,29.95,35,3166,94041,
506260,ANUH PHARMA ,X ,Q,130.65,130.8,127.55,128.65,128,129.7,51,4599,597695,
506261,MODISON MET.,X ,Q,41.55,43.95,41.55,42,42,42.8,35,4296,180550,
506285,BAYER CROP  ,A ,Q,4104,4120.4,4078,4112.35,4095.2,4126.4,38,82,336642,
506390,CLARI CHEM  ,B ,Q,317.65,323.95,314.15,317.5,317.5,316.75,117,1721,549882,
506395,COROM INTER ,A ,Q,427,428.8,422,425.85,426.45,427.3,140,2955,1257428,
506401,DEEPAK NITR.,A ,Q,277.65,304.15,275.65,286.1,286.1,273.5,7088,295058,86107943,
506405,DHARAMSI CHM,X ,Q,136.5,141.65,136.3,140.2,140,140.2,92,15354,2148001,
506414,DIL LTD     ,X ,Q,730.3,732,722,722.75,722,730.3,16,724,525507,
506480,GOCLCORP    ,B ,Q,317,320,307,307,307,315.65,34,379,118346,
506520,JAYSHRI CHEM,X ,Q,6.89,6.89,6.6,6.6,6.6,6.81,3,156,1058,
506522,JL MORISON  ,X ,Q,1400,1400,1400,1400,1400,1400,3,34,47600,
506525,KANORIA CHEM,B ,Q,59.15,60,59.15,59.75,59.75,59.65,13,643,38492,
506528,KELTECH EN. ,X ,Q,766.85,803,766.85,783.1,803,725,12,49,38372,
506532,NITTA GELA  ,X ,Q,124,126.5,121.3,126.5,126.5,123.9,11,274,33864,
506579,ORIENT.CARB.,B ,Q,1117,1129,1117,1129,1129,1127.2,4,15,16868,
506590,PHIL.CARBON ,A ,Q,150.95,152.3,148.5,150.55,150.55,151.45,803,52381,7875683,
506597,AMAL PRODUCT,X ,Q,121,121,112.55,118.85,119.5,115.65,38,1976,229321,
506605,POLYCHEM    ,X ,Q,285,285,285,285,285,299.15,1,9,2565,
506618,PUN.CHEM    ,B ,Q,699.85,712.7,696.15,697.35,701,692.8,37,1043,731784,
506642,SADHANA NITR,X ,Q,274.6,274.6,274.6,274.6,274.6,280.2,55,1297,356156,
506655,SUDARSH.CHEM,A ,Q,335.95,335.95,329,331.1,332,333.9,99,3306,1093140,
506685,ULTRAMARINE ,X ,Q,244.3,249,240,248.9,248.9,244.3,102,7724,1907186,
506687,TRANSPEK    ,X ,Q,1503,1535,1502.15,1502.45,1502.15,1529.7,26,195,295200,
506690,UNICHEM LAB ,B ,Q,191,191,185.6,186.35,185.7,188.85,88,3418,639651,
506734,MYS PETRO   ,X ,Q,61.55,67.5,61.55,62.5,62.5,66,9,90,5892,
506767,ALKYL AMINES,B ,Q,835,839,830,834.3,839,845,11,129,107338,
506808,TUTICORIN.  ,XT,Q,4.35,4.35,4.33,4.33,4.33,4.55,2,2500,10835,
506820,ASTRAZEN.PH.,A ,Q,2329,2383,2280.2,2299.8,2299.8,2329.5,435,2078,4847462,
506852,PUN.ALKALI  ,X ,Q,75,76.85,74.5,75,75,75,40,7666,577125,
506854,TANFAC IND. ,X ,Q,224.8,224.8,217.15,217.3,217.15,221.35,55,6596,1457198,
506863,SWADESHI IND,XT,Q,1.4,1.4,1.4,1.4,1.4,1.42,3,1021,1429,
506879,GUJ.THEMIS. ,XT,Q,41,41,39.15,39.45,39.15,41,10,446,17587,
506906,SCBL        ,X ,Q,6.3,6.44,5.8,5.9,5.95,6.12,84,24616,149322,
506919,MAKERS LAB. ,X ,Q,52.95,52.95,52.95,52.95,52.95,51.35,1,1,52,
506943,J.B.CHEMICAL,B ,Q,341.5,349,330,335,335,344.5,420,5545,1864761,
506981,BL.CHIP TEX ,X ,Q,95.2,95.2,94.55,94.55,94.55,95.55,6,204,19292,
